Dataset_id,Public_dataset_id,Normation,Pubmed_id,Disease,Status,Control,Species,Brain_region,Treatment,Sex,Stage,Age,Zhu_Age,N_cells,Protocol,Methodology,Model,
AD107011,200316-B24-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,62541,unkown,Single-nucleus RNA sequencing,,
AD107012,200805-B43-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,61507,unkown,Single-nucleus RNA sequencing,,
AD107013,201002-B56-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,51497,unkown,Single-nucleus RNA sequencing,,
AD107014,200728-B39-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,55444,unkown,Single-nucleus RNA sequencing,,
AD107015,201024-B59-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,54988,unkown,Single-nucleus RNA sequencing,,
AD107016,191217-B8-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,22683,unkown,Single-nucleus RNA sequencing,,
AD107017,200910-B52-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,56287,unkown,Single-nucleus RNA sequencing,,
AD107018,200909-B51-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,54864,unkown,Single-nucleus RNA sequencing,,
AD107019,191122-B6-R9101940-alone,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,10249,unkown,Single-nucleus RNA sequencing,,
AD107020,200915-B53-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,51773,unkown,Single-nucleus RNA sequencing,,
AD107021,200908-B50-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,61874,unkown,Single-nucleus RNA sequencing,,
AD107022,200730-B41-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,57974,unkown,Single-nucleus RNA sequencing,,
AD107023,200730-B41-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,52793,unkown,Single-nucleus RNA sequencing,,
AD107024,200729-B40-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,55649,unkown,Single-nucleus RNA sequencing,,
AD107025,200806-B44-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,61780,unkown,Single-nucleus RNA sequencing,,
AD107026,200310-B18-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,71907,unkown,Single-nucleus RNA sequencing,,
AD107027,200709-B32-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,22287,unkown,Single-nucleus RNA sequencing,,
AD107028,201207-B63-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,56916,unkown,Single-nucleus RNA sequencing,,
AD107029,200825-B48-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,57031,unkown,Single-nucleus RNA sequencing,,
AD107030,201021-B60-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,59115,unkown,Single-nucleus RNA sequencing,,
AD107031,200826-B49-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,58923,unkown,Single-nucleus RNA sequencing,,
AD107032,200310-B18-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,68813,unkown,Single-nucleus RNA sequencing,,
AD107033,201028-B62-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,63122,unkown,Single-nucleus RNA sequencing,,
AD107034,191122-B6-R1710143-alone,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,5841,unkown,Single-nucleus RNA sequencing,,
AD107035,200309-B17-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,1722,unkown,Single-nucleus RNA sequencing,,
AD107036,190409-B5-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,22723,unkown,Single-nucleus RNA sequencing,,
AD107037,200225-B10-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,67451,unkown,Single-nucleus RNA sequencing,,
AD107038,200805-B43-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,53270,unkown,Single-nucleus RNA sequencing,,
AD107039,200810-B46-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,57601,unkown,Single-nucleus RNA sequencing,,
AD107040,200305-B15-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,63439,unkown,Single-nucleus RNA sequencing,,
AD107041,200810-B47-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,59164,unkown,Single-nucleus RNA sequencing,,
AD107042,200302-B13-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,72472,unkown,Single-nucleus RNA sequencing,,
AD107043,191122-B6-R6622577-alone,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,7134,unkown,Single-nucleus RNA sequencing,,
AD107044,200225-B10-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,68925,unkown,Single-nucleus RNA sequencing,,
AD107045,200302-B13-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,70411,unkown,Single-nucleus RNA sequencing,,
AD107046,200226-B11-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,58242,unkown,Single-nucleus RNA sequencing,,
AD107047,200810-B46-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,47838,unkown,Single-nucleus RNA sequencing,,
AD107048,200317-B26-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,55836,unkown,Single-nucleus RNA sequencing,,
AD107049,200702-B29-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,50432,unkown,Single-nucleus RNA sequencing,,
AD107050,200317-B27-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,54763,unkown,Single-nucleus RNA sequencing,,
AD107051,201007-B58-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,55641,unkown,Single-nucleus RNA sequencing,,
AD107052,201007-B57-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,59602,unkown,Single-nucleus RNA sequencing,,
AD107053,200313-B22-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,69838,unkown,Single-nucleus RNA sequencing,,
AD107054,200714-B34-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,55276,unkown,Single-nucleus RNA sequencing,,
AD107055,200915-B53-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,65867,unkown,Single-nucleus RNA sequencing,,
AD107056,200713-B33-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,70506,unkown,Single-nucleus RNA sequencing,,
AD107057,200312-B20-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,69612,unkown,Single-nucleus RNA sequencing,,
AD107058,200316-B25-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,62973,unkown,Single-nucleus RNA sequencing,,
AD107059,200311-B19-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,66375,unkown,Single-nucleus RNA sequencing,,
AD107060,200708-B31-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,51811,unkown,Single-nucleus RNA sequencing,,
AD107061,200720-B36-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,53714,unkown,Single-nucleus RNA sequencing,,
AD107062,191219-B9-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,20132,unkown,Single-nucleus RNA sequencing,,
AD107063,200721-B37-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,55494,unkown,Single-nucleus RNA sequencing,,
AD107064,190403-B4-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,22180,unkown,Single-nucleus RNA sequencing,,
AD107065,200722-B38-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,63574,unkown,Single-nucleus RNA sequencing,,
AD107066,201022-B61-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,51310,unkown,Single-nucleus RNA sequencing,,
AD107067,191122-B6-R7641350-alone,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,7094,unkown,Single-nucleus RNA sequencing,,
AD107068,191122-B6-R7090624-alone,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,7235,unkown,Single-nucleus RNA sequencing,,
AD107069,201028-B62-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,51180,unkown,Single-nucleus RNA sequencing,,
AD107070,201207-B63-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,58102,unkown,Single-nucleus RNA sequencing,,
AD107071,200317-B27-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,56919,unkown,Single-nucleus RNA sequencing,,
AD107072,200909-B51-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,55182,unkown,Single-nucleus RNA sequencing,,
AD107073,200721-B37-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,56043,unkown,Single-nucleus RNA sequencing,,
AD107074,200728-B39-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,63068,unkown,Single-nucleus RNA sequencing,,
AD107075,200303-B14-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,71597,unkown,Single-nucleus RNA sequencing,,
AD107076,190409-B5-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,25400,unkown,Single-nucleus RNA sequencing,,
AD107077,200720-B36-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,50583,unkown,Single-nucleus RNA sequencing,,
AD107078,200722-B38-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,87233,unkown,Single-nucleus RNA sequencing,,
AD107079,200806-B44-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,56999,unkown,Single-nucleus RNA sequencing,,
AD107080,200227-B12-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,75729,unkown,Single-nucleus RNA sequencing,,
AD107081,200930-B55-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,62384,unkown,Single-nucleus RNA sequencing,,
AD107082,200701-B28-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,59323,unkown,Single-nucleus RNA sequencing,,
AD107083,201022-B61-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,60372,unkown,Single-nucleus RNA sequencing,,
AD107084,191122-B6-R4078277-alone,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,7787,unkown,Single-nucleus RNA sequencing,,
AD107085,200810-B47-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,55853,unkown,Single-nucleus RNA sequencing,,
AD107086,200312-B20-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,71631,unkown,Single-nucleus RNA sequencing,,
AD107087,200305-B15-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,62936,unkown,Single-nucleus RNA sequencing,,
AD107088,200316-B25-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,62404,unkown,Single-nucleus RNA sequencing,,
AD107089,200227-B12-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,66835,unkown,Single-nucleus RNA sequencing,,
AD107090,200303-B14-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,66276,unkown,Single-nucleus RNA sequencing,,
AD107091,200825-B48-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,59066,unkown,Single-nucleus RNA sequencing,,
AD107092,201007-B57-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,61154,unkown,Single-nucleus RNA sequencing,,
AD107093,200702-B29-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,53249,unkown,Single-nucleus RNA sequencing,,
AD107094,201021-B60-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,52269,unkown,Single-nucleus RNA sequencing,,
AD107095,200714-B34-B,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,50587,unkown,Single-nucleus RNA sequencing,,
AD107096,200311-B19-A,,39641382,AD,no data available,,Human,Dorsolateral Prefrontal Cortex,no data available,Mixed,no data available,no data available,no data available,72033,unkown,Single-nucleus RNA sequencing,,
