Dataset_id,Public_dataset_id,Pubmed_id,Disease,Status,Control,Species,Brain_region,Sex,Stage,Age,N_cells,Protocol,Methodology,Model
AD096008,GSM8147273,40026671,AD,Healthy,,Mouse,Left Hippocampus,Female,no data available,12m,13268,10x Genomics,Single-nucleus RNA sequencing,wt
AD096009,GSM8147274,40026671,AD,Disease,AD096003; AD096007; AD096011,Mouse,Left Hippocampus,Female,no data available,6m,17907,10x Genomics,Single-nucleus RNA sequencing,3xTg-AD
AD096010,GSM8147275,40026671,AD,Disease,AD096004; AD096008; AD096012,Mouse,Left Hippocampus,Female,no data available,12m,19846,10x Genomics,Single-nucleus RNA sequencing,3xTg-AD
AD096011,GSM8147277,40026671,AD,Healthy,,Mouse,Left Hippocampus,Female,no data available,6m,15834,10x Genomics,Single-nucleus RNA sequencing,wt
AD096012,GSM8147278,40026671,AD,Healthy,,Mouse,Left Hippocampus,Female,no data available,12m,11367,10x Genomics,Single-nucleus RNA sequencing,wt
AD099001,GSM7951587,38352874,AD,Healthy,,Mouse,Whole Brain,no data available,no data available,3m,7558,10x Genomics,Single-cell RNA sequencing,wt
AD099002,GSM7951588,38352874,AD,Disease,,Mouse,Whole Brain,no data available,no data available,3m,6237,10x Genomics,Single-cell RNA sequencing,NLRP3.KO
AD099003,GSM7951589,38352874,AD,Disease,,Mouse,Whole Brain,no data available,no data available,3m,3354,10x Genomics,Single-cell RNA sequencing,APP/PS1
AD099004,GSM7951590,38352874,AD,Disease,,Mouse,Whole Brain,no data available,no data available,3m,9100,10x Genomics,Single-cell RNA sequencing,APP/PS1
AD099005,GSM7951591,38352874,AD,Healthy,,Mouse,Whole Brain,no data available,no data available,6m,4165,10x Genomics,Single-cell RNA sequencing,wt
AD099006,GSM7951592,38352874,AD,Disease,AD099005,Mouse,Whole Brain,no data available,no data available,6m,4191,10x Genomics,Single-cell RNA sequencing,NLRP3.KO
AD099007,GSM7951593,38352874,AD,Healthy,,Mouse,Whole Brain,no data available,no data available,9m,2571,10x Genomics,Single-cell RNA sequencing,wt
AD099008,GSM7951594,38352874,AD,Disease,AD099007,Mouse,Whole Brain,no data available,no data available,9m,2903,10x Genomics,Single-cell RNA sequencing,NLRP3.KO
AD099009,GSM7951595,38352874,AD,Disease,AD099007,Mouse,Whole Brain,no data available,no data available,9m,2846,10x Genomics,Single-cell RNA sequencing,APP/PS1
AD099010,GSM7951596,38352874,AD,Disease,AD099007,Mouse,Whole Brain,no data available,no data available,9m,2134,10x Genomics,Single-cell RNA sequencing,APP/PS1
AD100017,GSM8439438,40570367,AD,Healthy,no cytokines,Human,iPSC THP-1 macrophages,Male,no data available,1 year,,10x Genomics,Single-cell RNA sequencing,iTHP-1;no cytokines (Human THP-1 monocytic leukemia line differentiated to macrophages)
AD100018,GSM8439439,40570367,AD,Healthy,no cytokines,Human,iPSC THP-1 macrophages,Male,no data available,1 year,,10x Genomics,Single-cell RNA sequencing,THP-1;no cytokines (Human THP-1 monocytic leukemia line differentiated to macrophages)
AD100019,GSM8439440,40570367,AD,Disease,AD100017; AD100018 MIX treatment,Human,iPSC THP-1 macrophages,Male,no data available,1 year,,10x Genomics,Single-cell RNA sequencing,THP-1;MIX（IL34 + MCSF + TGFβ + IL4）(Human THP-1 monocytic leukemia line differentiated to macrophages)
AD100020,GSM8439441,40570367,AD,Disease,AD100017; AD100018 MIX treatment,Human,iPSC THP-1 macrophages,Male,no data available,1 year,,10x Genomics,Single-cell RNA sequencing,THP-1;MIX（IL34 + MCSF + TGFβ + IL4）(Human THP-1 monocytic leukemia line differentiated to macrophages)
AD101001,GSM8399625,40264187,AD,Healthy,,Mouse,Hippocampus,Female,no data available,9.5 months old,13348,10x Genomics,Single-nucleus RNA sequencing,wt
AD101002,GSM8399626,40264187,AD,Healthy,,Mouse,Hippocampus,Male,no data available,9.5 months old,14174,10x Genomics,Single-nucleus RNA sequencing,wt
AD101003,GSM8399627,40264187,AD,Healthy,,Mouse,Hippocampus,Female,no data available,9.5 months old,11159,10x Genomics,Single-nucleus RNA sequencing,wt
AD101004,GSM8399628,40264187,AD,Healthy,,Mouse,Hippocampus,Male,no data available,9.5 months old,11853,10x Genomics,Single-nucleus RNA sequencing,wt
AD101005,GSM8399629,40264187,AD,Disease,AD101001; AD101002,Mouse,Hippocampus,Female,no data available,9.5 months old,2775,10x Genomics,Single-nucleus RNA sequencing,PS19
AD101006,GSM8399630,40264187,AD,Disease,AD101001; AD101002,Mouse,Hippocampus,Male,no data available,9.5 months old,13291,10x Genomics,Single-nucleus RNA sequencing,PS19
AD101007,GSM8399631,40264187,AD,Disease,AD101003; AD101004,Mouse,Hippocampus,Female,no data available,9.5 months old,8935,10x Genomics,Single-nucleus RNA sequencing,PS19
AD101008,GSM8399632,40264187,AD,Disease,AD101003; AD101004,Mouse,Hippocampus,Male,no data available,9.5 months old,11734,10x Genomics,Single-nucleus RNA sequencing,PS19
AD104001,GSM8395395,40275379,AD,Healthy,,Human,iPSC - MinusMicroglia,Female,no data available,no data,,10x Genomics,Single-nucleus RNA sequencing,hiPSC (KOLF2.1J)
AD104002,GSM8395396,40275379,AD,Healthy,,Human,iPSC - PlusMicroglia,Female,no data available,no data,,10x Genomics,Single-nucleus RNA sequencing,hiPSC (KOLF2.1J)
AD104003,GSM8395397,40275379,AD,Disease,AD104001; AD104002,Human,iPSC - MinusMicroglia,Female,no data available,3 weeks,,10x Genomics,Single-nucleus RNA sequencing,hiPSC (KOLF2.1J)
AD104004,GSM8395398,40275379,AD,Disease,AD104001; AD104002,Human,iPSC - PlusMicroglia,Female,no data available,3 weeks,,10x Genomics,Single-nucleus RNA sequencing,hiPSC (KOLF2.1J)
AD104005,GSM8395399,40275379,AD,Disease,,Human,iPSC - MinusMicroglia,Female,no data available,5 weeks,,10x Genomics,Single-nucleus RNA sequencing,hiPSC (KOLF2.1J)
AD104006,GSM8395400,40275379,AD,Disease,,Human,iPSC - PlusMicroglia,Female,no data available,5 weeks,,10x Genomics,Single-nucleus RNA sequencing,hiPSC (KOLF2.1J)
AD105001,,39048816,AD,Disease,AD105002; AD105003; AD105004; AD105005; AD105006; AD105008; AD105009; AD105010; AD105012; AD105013; AD105014; AD105016; AD105017; AD105019; AD105021; AD105023; AD105024; AD105028; AD105032; AD105033; AD105034; AD105036; AD105037; AD105038; AD105039; AD105040; AD105042; AD105043; AD105044; AD105047; AD105048,Human,Combined ,Male,,"(80,85]",24288,10x Genomics,Single-nucleus RNA sequencing,
AD105002,,39048816,AD,non-ND control,,Human,Combined ,Male,,"(85,90]",20217,10x Genomics,Single-nucleus RNA sequencing,
AD105003,,39048816,AD,non-ND control,,Human,Combined ,Female,,"(80,85]",14022,10x Genomics,Single-nucleus RNA sequencing,
AD105004,,39048816,AD,non-ND control,,Human,Combined ,Male,,"(75,80]",29530,10x Genomics,Single-nucleus RNA sequencing,
AD105005,,39048816,AD,non-ND control,,Human,Combined ,Female,,90+,29952,10x Genomics,Single-nucleus RNA sequencing,
AD105006,,39048816,AD,non-ND control,,Human,Combined ,Female,,"(80,85]",27936,10x Genomics,Single-nucleus RNA sequencing,
AD105007,,39048816,AD,Disease,AD105002; AD105003; AD105004; AD105005; AD105006; AD105008; AD105009; AD105010; AD105012; AD105013; AD105014; AD105016; AD105017; AD105019; AD105021; AD105023; AD105024; AD105028; AD105032; AD105033; AD105034; AD105036; AD105037; AD105038; AD105039; AD105040; AD105042; AD105043; AD105044; AD105047; AD105048,Human,Combined ,Female,,"(80,85]",19636,10x Genomics,Single-nucleus RNA sequencing,
AD105008,,39048816,AD,non-ND control,,Human,Combined ,Male,,"(80,85]",24091,10x Genomics,Single-nucleus RNA sequencing,
AD105009,,39048816,AD,non-ND control,,Human,Combined ,Female,,90+,39044,10x Genomics,Single-nucleus RNA sequencing,
AD105010,,39048816,AD,non-ND control,,Human,Combined ,Male,,"(80,85]",25873,10x Genomics,Single-nucleus RNA sequencing,
AD105011,,39048816,AD,Disease,AD105002; AD105003; AD105004; AD105005; AD105006; AD105008; AD105009; AD105010; AD105012; AD105013; AD105014; AD105016; AD105017; AD105019; AD105021; AD105023; AD105024; AD105028; AD105032; AD105033; AD105034; AD105036; AD105037; AD105038; AD105039; AD105040; AD105042; AD105043; AD105044; AD105047; AD105048,Human,Combined ,Male,,"(80,85]",33109,10x Genomics,Single-nucleus RNA sequencing,
AD105012,,39048816,AD,non-ND control,,Human,Combined ,Male,,"(75,80]",32230,10x Genomics,Single-nucleus RNA sequencing,
AD105013,,39048816,AD,non-ND control,,Human,Combined ,Female,,"(85,90]",34844,10x Genomics,Single-nucleus RNA sequencing,
AD105014,,39048816,AD,non-ND control,,Human,Combined ,Male,,90+,23940,10x Genomics,Single-nucleus RNA sequencing,
AD105015,,39048816,AD,Disease,AD105002; AD105003; AD105004; AD105005; AD105006; AD105008; AD105009; AD105010; AD105012; AD105013; AD105014; AD105016; AD105017; AD105019; AD105021; AD105023; AD105024; AD105028; AD105032; AD105033; AD105034; AD105036; AD105037; AD105038; AD105039; AD105040; AD105042; AD105043; AD105044; AD105047; AD105048,Human,Combined ,Male,,"(85,90]",29841,10x Genomics,Single-nucleus RNA sequencing,
AD105016,,39048816,AD,non-ND control,,Human,Combined ,Female,,90+,31460,10x Genomics,Single-nucleus RNA sequencing,
AD105017,,39048816,AD,non-ND control,,Human,Combined ,Male,,"(85,90]",28451,10x Genomics,Single-nucleus RNA sequencing,
AD105018,,39048816,AD,Disease,AD105002; AD105003; AD105004; AD105005; AD105006; AD105008; AD105009; AD105010; AD105012; AD105013; AD105014; AD105016; AD105017; AD105019; AD105021; AD105023; AD105024; AD105028; AD105032; AD105033; AD105034; AD105036; AD105037; AD105038; AD105039; AD105040; AD105042; AD105043; AD105044; AD105047; AD105048,Human,Combined ,Female,,"(85,90]",22988,10x Genomics,Single-nucleus RNA sequencing,
AD105019,,39048816,AD,non-ND control,,Human,Combined ,Male,,"(75,80]",29531,10x Genomics,Single-nucleus RNA sequencing,
AD105020,,39048816,AD,Disease,AD105002; AD105003; AD105004; AD105005; AD105006; AD105008; AD105009; AD105010; AD105012; AD105013; AD105014; AD105016; AD105017; AD105019; AD105021; AD105023; AD105024; AD105028; AD105032; AD105033; AD105034; AD105036; AD105037; AD105038; AD105039; AD105040; AD105042; AD105043; AD105044; AD105047; AD105048,Human,Combined ,Male,,"(80,85]",24808,10x Genomics,Single-nucleus RNA sequencing,
AD105021,,39048816,AD,non-ND control,,Human,Combined ,Female,,"(85,90]",29947,10x Genomics,Single-nucleus RNA sequencing,
AD105022,,39048816,AD,Disease,AD105002; AD105003; AD105004; AD105005; AD105006; AD105008; AD105009; AD105010; AD105012; AD105013; AD105014; AD105016; AD105017; AD105019; AD105021; AD105023; AD105024; AD105028; AD105032; AD105033; AD105034; AD105036; AD105037; AD105038; AD105039; AD105040; AD105042; AD105043; AD105044; AD105047; AD105048,Human,Combined ,Female,,"(75,80]",25809,10x Genomics,Single-nucleus RNA sequencing,
AD105023,,39048816,AD,non-ND control,,Human,Combined ,Female,,90+,28339,10x Genomics,Single-nucleus RNA sequencing,
AD105024,,39048816,AD,non-ND control,,Human,Combined ,Female,,90+,29995,10x Genomics,Single-nucleus RNA sequencing,
AD105025,,39048816,AD,non-ND control,,Human,Combined ,Male,,"(85,90]",34225,10x Genomics,Single-nucleus RNA sequencing,
AD105026,,39048816,AD,Disease,AD105002; AD105003; AD105004; AD105005; AD105006; AD105008; AD105009; AD105010; AD105012; AD105013; AD105014; AD105016; AD105017; AD105019; AD105021; AD105023; AD105024; AD105028; AD105032; AD105033; AD105034; AD105036; AD105037; AD105038; AD105039; AD105040; AD105042; AD105043; AD105044; AD105047; AD105048,Human,Combined ,Female,,"(85,90]",38062,10x Genomics,Single-nucleus RNA sequencing,
AD105027,,39048816,AD,Disease,AD105002; AD105003; AD105004; AD105005; AD105006; AD105008; AD105009; AD105010; AD105012; AD105013; AD105014; AD105016; AD105017; AD105019; AD105021; AD105023; AD105024; AD105028; AD105032; AD105033; AD105034; AD105036; AD105037; AD105038; AD105039; AD105040; AD105042; AD105043; AD105044; AD105047; AD105048,Human,Combined ,Female,,"(80,85]",35090,10x Genomics,Single-nucleus RNA sequencing,
AD105028,,39048816,AD,non-ND control,,Human,Combined ,Male,,90+,38748,10x Genomics,Single-nucleus RNA sequencing,
AD105029,,39048816,AD,Disease,AD105002; AD105003; AD105004; AD105005; AD105006; AD105008; AD105009; AD105010; AD105012; AD105013; AD105014; AD105016; AD105017; AD105019; AD105021; AD105023; AD105024; AD105028; AD105032; AD105033; AD105034; AD105036; AD105037; AD105038; AD105039; AD105040; AD105042; AD105043; AD105044; AD105047; AD105048,Human,Combined ,Male,,"(75,80]",24849,10x Genomics,Single-nucleus RNA sequencing,
AD105030,,39048816,AD,Disease,AD105002; AD105003; AD105004; AD105005; AD105006; AD105008; AD105009; AD105010; AD105012; AD105013; AD105014; AD105016; AD105017; AD105019; AD105021; AD105023; AD105024; AD105028; AD105032; AD105033; AD105034; AD105036; AD105037; AD105038; AD105039; AD105040; AD105042; AD105043; AD105044; AD105047; AD105048,Human,Combined ,Male,,"(85,90]",37798,10x Genomics,Single-nucleus RNA sequencing,
AD105031,,39048816,AD,Disease,AD105002; AD105003; AD105004; AD105005; AD105006; AD105008; AD105009; AD105010; AD105012; AD105013; AD105014; AD105016; AD105017; AD105019; AD105021; AD105023; AD105024; AD105028; AD105032; AD105033; AD105034; AD105036; AD105037; AD105038; AD105039; AD105040; AD105042; AD105043; AD105044; AD105047; AD105048,Human,Combined ,Female,,"(80,85]",27527,10x Genomics,Single-nucleus RNA sequencing,
AD105032,,39048816,AD,non-ND control,,Human,Combined ,Female,,"(75,80]",29384,10x Genomics,Single-nucleus RNA sequencing,
AD105033,,39048816,AD,non-ND control,,Human,Combined ,Male,,"(75,80]",31059,10x Genomics,Single-nucleus RNA sequencing,
AD105034,,39048816,AD,non-ND control,,Human,Combined ,Male,,"(80,85]",26552,10x Genomics,Single-nucleus RNA sequencing,
AD105035,,39048816,AD,Disease,AD105002; AD105003; AD105004; AD105005; AD105006; AD105008; AD105009; AD105010; AD105012; AD105013; AD105014; AD105016; AD105017; AD105019; AD105021; AD105023; AD105024; AD105028; AD105032; AD105033; AD105034; AD105036; AD105037; AD105038; AD105039; AD105040; AD105042; AD105043; AD105044; AD105047; AD105048,Human,Combined ,Female,,"(85,90]",29873,10x Genomics,Single-nucleus RNA sequencing,
AD105036,,39048816,AD,non-ND control,,Human,Combined ,Female,,"(75,80]",28276,10x Genomics,Single-nucleus RNA sequencing,
AD105037,,39048816,AD,non-ND control,,Human,Combined ,Female,,90+,13384,10x Genomics,Single-nucleus RNA sequencing,
AD105038,,39048816,AD,non-ND control,,Human,Combined ,Female,,90+,27913,10x Genomics,Single-nucleus RNA sequencing,
AD105039,,39048816,AD,non-ND control,,Human,Combined ,Female,,"(75,80]",24814,10x Genomics,Single-nucleus RNA sequencing,
AD105040,,39048816,AD,non-ND control,,Human,Combined ,Male,,90+,24548,10x Genomics,Single-nucleus RNA sequencing,
AD105041,,39048816,AD,Disease,AD105002; AD105003; AD105004; AD105005; AD105006; AD105008; AD105009; AD105010; AD105012; AD105013; AD105014; AD105016; AD105017; AD105019; AD105021; AD105023; AD105024; AD105028; AD105032; AD105033; AD105034; AD105036; AD105037; AD105038; AD105039; AD105040; AD105042; AD105043; AD105044; AD105047; AD105048,Human,Combined ,Female,,"(80,85]",30244,10x Genomics,Single-nucleus RNA sequencing,
AD105042,,39048816,AD,non-ND control,,Human,Combined ,Male,,90+,33828,10x Genomics,Single-nucleus RNA sequencing,
AD105043,,39048816,AD,non-ND control,,Human,Combined ,Male,,"(85,90]",27227,10x Genomics,Single-nucleus RNA sequencing,
AD105044,,39048816,AD,non-ND control,,Human,Combined ,Male,,"(85,90]",20986,10x Genomics,Single-nucleus RNA sequencing,
AD105045,,39048816,AD,Disease,AD105002; AD105003; AD105004; AD105005; AD105006; AD105008; AD105009; AD105010; AD105012; AD105013; AD105014; AD105016; AD105017; AD105019; AD105021; AD105023; AD105024; AD105028; AD105032; AD105033; AD105034; AD105036; AD105037; AD105038; AD105039; AD105040; AD105042; AD105043; AD105044; AD105047; AD105048,Human,Combined ,Female,,"(75,80]",22425,10x Genomics,Single-nucleus RNA sequencing,
AD105046,,39048816,AD,Disease,AD105002; AD105003; AD105004; AD105005; AD105006; AD105008; AD105009; AD105010; AD105012; AD105013; AD105014; AD105016; AD105017; AD105019; AD105021; AD105023; AD105024; AD105028; AD105032; AD105033; AD105034; AD105036; AD105037; AD105038; AD105039; AD105040; AD105042; AD105043; AD105044; AD105047; AD105048,Human,Combined ,Male,,"(85,90]",25756,10x Genomics,Single-nucleus RNA sequencing,
AD105047,,39048816,AD,Healthy,,Human,Combined ,Female,,"(85,90]",28606,10x Genomics,Single-nucleus RNA sequencing,
AD105048,,39048816,AD,non-ND control,,Human,Combined ,Male,,90+,24079,10x Genomics,Single-nucleus RNA sequencing,
AD107001,191122-B6-R1969233-alone,39641382,AD,no data availability,,Human,Dorsolateral Prefrontal Cortex,Mixed,no data available,no data available,8134,no data available,Single-nucleus RNA sequencing,
AD107002,200715-B35-A,39641382,AD,no data availability,,Human,Dorsolateral Prefrontal Cortex,Mixed,no data available,no data available,62817,no data available,Single-nucleus RNA sequencing,
AD107003,200316-B24-B,39641382,AD,no data availability,,Human,Dorsolateral Prefrontal Cortex,Mixed,no data available,no data available,62905,no data available,Single-nucleus RNA sequencing,
AD107004,200707-B30-A,39641382,AD,no data availability,,Human,Dorsolateral Prefrontal Cortex,Mixed,no data available,no data available,70911,no data available,Single-nucleus RNA sequencing,
AD107005,200729-B40-A,39641382,AD,no data availability,,Human,Dorsolateral Prefrontal Cortex,Mixed,no data available,no data available,57022,no data available,Single-nucleus RNA sequencing,
AD107006,200312-B21-B,39641382,AD,no data availability,,Human,Dorsolateral Prefrontal Cortex,Mixed,no data available,no data available,66333,no data available,Single-nucleus RNA sequencing,
AD107007,200309-B17-B,39641382,AD,no data availability,,Human,Dorsolateral Prefrontal Cortex,Mixed,no data available,no data available,59685,no data available,Single-nucleus RNA sequencing,
